,textID,selected_text
1631,1597144665,yeah it ` s friday but i have to work at 5am tomorrow oh well going shopping afterwork
1632,37d5e46887,love
1633,933e0c5446,morning tweeple! i ` m a bit sneezy today
1634,ab4af0f94b,think my book is gone forever.
1635,cc8a4bd633,"from top down : 2x2924, 1x2610, 3x2500. then an 1841 and two desktops. more gear to come over time of course."
1636,b92afb9f0a,are you in kl? i am up for a drink?
1637,88f94f7539,no dice... i searched it in the'help'area... just a problem some people have. it would have been hot... oh well
1638,781b6d8351,anyone got jbs live chat vid? i was @ school i saw joe hug and tackle nick lol
1639,0338930089,kids love my dark hair some say that i dye it too much and they never know what color its going to be yea me hahahahaha
1640,a1917c85df,"wow, i didn ` t realize my seats were so far back. i hope i can enjoy the show enough for what i paid for the tickets."
1641,56f2bf19b4,im so sick
1642,a6b099db8c,i ` m depressed!
1643,44e7f97625,i am never going to get these pictures taken
1644,ba33e6afea,what ` s so great bout your so called ` wonderful love life `
1645,bbc3fa38d6,downloading the right / real speedracher now.
1646,a521d04f7e,home now!
1647,01a2e934dc,omg that is awful! $ 12k??? wow our p
1648,a0414ae0e5,hearing a surprising news about my bestfriend... where are you sis? you have to tell me the whole story
1649,0b76f3a19c,excited
1650,97dfbf0197,i wanted to go for my birthday...
1651,a6f81dd00e,heeey heeey! about to go read...
1652,daf3700630,"ugh, not yeeet! it ` s like, in a week, too... = / i ` ll keep trying!!"
1653,43cf7eb301,freeeeeeeeeeeeeeeezing * * * * im so excited to see you soooooooon!!! lets go see 17 again again yehhaaaaaaa!
1654,6f7235f0ab,"back from the pub, want more peroni"
1655,a58844851b,thx for the info
1656,838417d792,is off to somewhere.
1657,1a58421239,it ` s a an mk mentality... i think
1658,adff84e5fd,"outside for just about 1 hour, the sun was bloody hot - no tan wait for monday then will spend around 2 hours outside ; )"
1659,b0a8409de9,ty my friend. yes ur right.... a daughter is a daughter forever.
1660,f69a80cc7e,missing my mother... t - 11 days! happy mother ` s day!!
1661,6353181ff8,bugger cancel sucks!
1662,e1253c578b,bless you all.
1663,6ef2b5e9be,this water horse movie is totally making me want to go to scotland. i want a water horse lol
1664,f8d1ec0331,"don ` t worry,"
1665,851583e0de,"http : / / twitpic. com / 4w8l1 - haaha, my bangs are kinda long..? oops"
1666,67f4af6814,my birthday is in 2 days
1667,8311f95b5f,"standin in a forest, just got the maddest photos taken"
1668,8c37fb6d50,"morning everyone! going to a gig now, then a run. update you all later"
1669,e01b7f3450,"i have been called by my friend the bed. it is time to acknowledge the inevitable. goodnight all, hello sleep"
1670,378a968849,i am listening this song'shattered'by tynisha keli www. myspace. com / tynishakeli
1671,fcd935638f,used a spare usb flash drive as virtual ram for my pc. now its got 5. 6 gb of memory
1672,ebf3f688ef,.
1673,8c165956ef,@ _ supernatural _ http : / / twitpic. com / 4w8cw - mishaaaaaaaa!!!
1674,0861dceb34,hope
1675,ec1de264af,midnight bloody thomson!!!
1676,6e853e9949,"tired and bored,"
1677,412f107d44,what r u doing tonight bro? i wanna go out
1678,aaa6338f5e,"gonna get into the 80s today, and i ` m... working."
1679,7e9dc861a0,wonderful
1680,89466a67d0,on the way to santa monica
1681,8edf65e98b,great
1682,692c77cc63,we love you
1683,490406641c,so excited to
1684,afb011681c,great week!
1685,834196cadf,that sucks
1686,748ef7b372,i want more but its just so bittersweet lol
1687,46e0b00683,fun
1688,1a0531e6d2,hate
1689,c365bf1d6a,i did?! yay! where did i get that extra i ¿ ½300 from? hmm.. anyway i ` m going to be partying hard when i get it
1690,91853a53c1,ignored
1691,ff6890afa3,traveling to l. a today to see grandpa in hospital.. yet another road block to cross fro my family
1692,6bd9ddc994,_ b if you ` re in leeds you can have one from me
1693,f3c809719d,http : / / twitpic. com / 4j9eo this is how it looks at nights
1694,6f374e6fc3,omg poor eppy! i hope she is ok. that is so scary and wow i can ` t believe no one noticed.
1695,d9b5dafc96,i think i did bad!!!!
1696,73a6b655ea,thank you jonas
1697,e5141a24eb,ur really the sweetest person ever! thanks for making everyone ` s dreams come true.. ( p. s ) my dream is for
1698,43eff52051,m thanks
1699,7d9399e40a,hope
1700,79866903b8,took a long nap... i feel like i should still be asleep
1701,d8f007f8cd,wish
1702,bce992a904,_ bayliss naww... when should we go on mega scotter?
1703,f9fe8b8c91,boo
1704,cdf2fe55f9,writing a song
1705,a662842b79,enjoying'gears of war'on my pc! this game is really gooooood
1706,2141f28a57,the best day ever. i met the greatest 10 year olds. but i will never see them again.. ahh. i ` ll miss them ( i saw them 1 hour xd ) sad
1707,eec3238014,"if you see it at nova on a monday, tickets are only $ 8"
1708,8d65fe402f,hooray! your avatar is back! wil go and put it in the gardeners zone now
1709,2fa1f731a6,yu th? trang ni ¿ ½y xem http : / / bit. ly / kmxhk ( recommended by )
1710,168ceeab97,tears
1711,a07afacc30,sick all night. i feel awful.
1712,8a851d1e08,i hate this weather
1713,3440584332,"ahahah with sandy, bekz, erin and derrian"
1714,f48f12037d,oh i hate the rain
1715,c10f1d2c6c,thanks to for making me listening to it!
1716,4432af94a4,"woofers, i knew it was you"
1717,7c9df630ad,twitter is acting weird
1718,0084517a43,bad?
1719,4fff6828c3,gotta a lot of work knocked out on the project but there ` s one feature that just refuses to work right. can ` t release next version until
1720,255b9b44e2,haha i wish! i have 1 filling that broke and 1 cavitie that needs to get fixed!!!
1721,fd38449a0c,just hope the tunnel is wide enough that you can get out of the way!
1722,090e69990f,i am such a big fans of both of you!
1723,c190d16b3d,ugh
1724,d7c15be00b,felt weird after... and axe body wash burnt my
1725,aa0d92acfa,i just tried to go back and the police blocked off the whole neighborhood. they ` re evacuating the building now
1726,f301d90874,love
1727,bf2aee912b,i hope its music i ` ll like.
1728,e27078eb14,mad
1729,ca3dfc8d14,wins quote of the day'and hes the incredible
1730,7412052774,frustrating?
1731,4aea4096a2,sorry
1732,f75795c56d,win! thanks
1733,d208edf4bf,hate
1734,e34f2f8c20,love
1735,12712103a1,"mmmm, shower."
1736,98bfec52ab,"yay, you get to ride on the tow truck. how cool is that?"
1737,d632528038,just helping myself to some caramel digestives
1738,8891d08a8c,yummmmy!!!
1739,78dfe74caa,"love,"
1740,7f6a49a98b,eating breakfast and drinking coffe - strong coffe!
1741,2e7ff170ed,thank you so much 4 the # ff recommend!
1742,f8de71cce2,"ii ¿ ½m boring - bad weather today, watchingn alias and having fun with my boyfriend"
1743,17de4b411b,"great,"
1744,a0fc3f360c,oh it just takes me after i sign in to an error page
1745,b8ce6ae28f,pictures tells me me that u were surrounded by adorable children!
1746,5e7570e321,will arrive tomorrow morning at 7 # early
1747,aa75b05d84,"cool,"
1748,476786f896,like ive always loved hilary shes the girl id turn
1749,ed330f9c42,", just dont understand what ` s it got to do with me. i ` m just a nice girl"
1750,7dea72b859,"we ` re no longer in biz together. the one thing that survived was our marriage. not so good with the in - laws, though."
1751,3e188a0b29,you feel better
1752,4cfb549d03,you are very welcome
1753,b2ac8c9fcc,happy
1754,e05cbce34f,sorry i didn ` t go jesus wasn ` t feeling it. and you know i can ` t see it with out my best bud. well that movie anyway
1755,9f322286a3,and this is what happens when swine flu gets to all of us. http : / / tinyurl. com / 55hq2o
1756,b78fbfb8bc,overjoy
1757,4d2d321760,feel like * * * *
1758,dfeadc340d,"blerg, * * * * you monday, why must you always come. decent weekend, new glasses, hair color and got carded at gamestop = awesome ego boost"
1759,736d32d6d5,i ` m so proud of dr. house for detoxing. his amber hallucination is evil!!
1760,b1b4355d45,that ` s a shame really
1761,dd25e39cf5,the best days of your
1762,cff315b757,wish all the moms a happy
1763,3a174147aa,i had fun at daisy ` s mexican fiesta.
1764,c9f9a8dbf5,thx for the follow!
1765,a42f6b93be,hate
1766,5534973b05,is skyping with family
1767,3feef9c259,sucks
1768,7bfb2d66df,awesome.
1769,76619d98f6,you meanie! the one time you go to lux and i wont be there!
1770,e016640155,update 100
1771,c45707f429,_ m make sure you watch in hd
1772,419119acc3,friends! come over and give me a massage i can ` t sleep.
1773,3f84727a14,but i won ` t be there i ` m sure that the show will be great!!
1774,ac450a818c,messgae
1775,836a5b840a,its raining! boo
1776,79931bd7a5,on our way to st. martin!!! vacation for a week
1777,497a218fb8,stupid icurve. it fell off.
1778,0ff5b2b371,congrats!
1779,7d6013021a,pulling articles
1780,8c45a9fb79,my dad just told me that he wants to put me up for sale on craigslist
1781,2e09bcca77,i like it
1782,cf6a268a55,dfizzy if you ever read this uh i got one question for you ^ ^ would you ever date a fan? lmao!
1783,fb63ff9083,likes
1784,adbc8867cd,it ` s lying
1785,0a411da367,grrrrrrrr................
1786,2d9be09252,misss
1787,f39406c4d7,in chicago until 8 : 20... just landed xoxo
1788,291f09f950,jealous.
1789,2785cfe292,` s * * * *
1790,018e5a0d99,great thank you
1791,93cf15dcf1,they can ` t be in their carriers anymore?
1792,3eeda08527,week - end is over and now it ` s time to get back to work
1793,367f3efaea,good morning folks 13 more days to go! and sadly 2 more days of the giro but that means the tour is not too far away
1794,796bcd0332,it ` s not pretty....
1795,61246b4a53,emailing is fun.
1796,c2986901c5,"i ` m thinking of a dawn shot of carlingford lough, the sun will be in the right place this time of year. involves an early rise tho"
1797,a452d71fc8,nope
1798,6d1f4d0d46,upset
1799,ef65f01e26,cop me some
1800,44838f4ff4,looks like i ` m on tea duty all day.
1801,da35fed5bc,great!
1802,97bc17f4b4,waiting for my mom to get home
1803,876c315516,im going bed i dnt feel well as always
1804,cc7b2237c9,stupid
1805,46f03384d5,just had some babi pangang. now off to friends. tomorrow it ` s working time again
1806,d3994c8a1b,"well let ` s be blessed together then too! yes, i feel better, but i would be sick again though if my little was spared."
1807,72af522fc9,ok that ` s subtly saying i ` m no longer a fave temme 1 thing - did the firangs steal your vocab? ur eating words and how!
1808,4d727a948d,"yeah, i was always changing my hair color in high school. i ` ve pretty much worn everything lol. some good, some baaaaaaaad"
1809,3daa9bf925,missing
1810,11e2ef004d,aren ` t randoms what it ` s about?!!! i love that it ` s star wars day - i didn ` t realise and i can ` t believe it ` s almost over!
1811,e1f523f6f0,"_ brad oh, cuz id like to use it on a whole heap on bitchy girls i knoww"
1812,7aa9e70c18,my brother is planning on moving to vietnam and staying there forever..
1813,78717dbb3c,ahh im going crazy.
1814,be5c162ed7,i hate summer # harrymcflytosing
1815,5829ed3e4a,be exciting! it wasn
1816,1a381c4236,"hahaha really, i ` m just trying to figure out the last time he was on fb by looking at all of his friends pages"
1817,ad443fa341,"##ing, but its kind of a curse"
1818,d297bdeae3,ouch acid reflux hurt too...
1819,ee662ba50a,"why not? its the most retarded thing someone could do at their 16th, and you know me - i like to be retarded. 8 ("
1820,c9e1d5cf0b,wishes it wasn ` t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas
1821,bdef3b7053,appreciate
1822,74d6ddc804,that version is not compatible with vista.
1823,0e29becacb,"try have a read of the paul mckenna book i can make you thin, it has some good advice on how bad traditional'diets'are"
1824,1f58290812,yeah but i was trying to send a msg to you : s also trying to put a pic on but it aint happening do they have to approve it or summit?
1825,1fc845aca3,i love music so much that i ` ve gone through pain to play : s my sides of my fingers now are peeling and have blisters from playing so much
1826,3ed0d5fd4e,"ugh, migraine."
1827,c6d89eb41b,happy mothers day
1828,3fb4b29093,that doesn ` t sound good!
1829,23f72f2984,"where are all ma bestfriends at?, mia or wat?"
1830,77a409775e,not bad for absolutley no trianing
1831,9bb4e873fb,excited
1832,1dee6f26e9,at the dmv uhhhg!
1833,283f066eea,that would be an idea haha * * * *
1834,717289ffac,@ pretty _ mess you missed all the free shots
1835,bc3838e4c3,great
1836,d7b4b7dd66,over herrreeeee
1837,58776959d7,really cool.
1838,ef6db807dd,happy mother ` s day
1839,190840ec5c,one hour till i go home and commence pouting because no bahama trip for me
1840,a4b68179df,thxx!!
1841,f4a46eb3aa,said ` i miss those
1842,fe989dbc5e,great.
1843,4927e14064,smile. everything worked out.
1844,d06dee8ba0,sooo messed up!!!!!!! life sucks!
1845,5afbb812b7,happy
1846,55759e15ec,"whenever, whever, sarah ` s in dc all summer and sure!"
1847,52c99d546b,working late.. but yet so fun hearing my colleagues funny song lists
1848,da911aaecd,sleeping in was interupted by jack - hammers at 9am * * * *! universe says get up! but i was up intil 3am ` cause i thougth i ` d be sleeping in
1849,4f251f1013,interesting.
1850,58533ee443,back to athens.????????????
1851,49c7f7399c,she has her perfect moments. she just broke one of the tiles on the floor in the hallway. i don ` t find her very perfect now.
1852,a87e5b124e,* all * great
1853,2d43263be0,tactical mistake : going to the city library and buying milk. who knew? ouch ouch ouch. maybe a good thing i didn ` t try for uni.
1854,c554ea2a90,"awesome product, awesome"
1855,092f427bd9,cancel
1856,cbb5ab8e25,happy mother ` s day! hope you have an awesome
1857,84ecc180c2,life is not fair
1858,37714dcf51,? what is this? is everyone abandoning me? ; - )
1859,558eca05f1,i can ` t call you im from mexico and i don ` t know the code
1860,ab039258bd,priceless memories
1861,5a85ab5cf9,"no, i can ` t make it to the tour. i ` m from philippines"
1862,7960586d30,but now it ` s gone
1863,dd22639f70,sucks
1864,36f947146a,haha may the 4th be with you! happy star wars
1865,04011be2a2,good luck
1866,856a7103ca,its my bday!!! i ` m gettin older!
1867,4162bf50db,"ugh, i ` m definitely going to be sick. it ` s coming and it ` s going to suck."
1868,040e7230e2,that sucks man
1869,c9dd6898f3,i am sure it would be like everything else pci where $ sets you free.
1870,f9fb2bd62e,sorry
1871,b47d9a6f97,looking at this website!! should be working!!
1872,14fe4b8490,i feel like dyeing right now...
1873,88f3fc4ffb,i can ` t wait to see up! how dare have a'real'job. probably going to have to wait until tomorrow.
1874,dbd5568fa7,hope
1875,fe414f7be1,"no more pizza for jamie? wtg http : / / bit. ly / dvsca ( britains got talent, sure has. )"
1876,f066d9b97e,##zz about tr knight ` s leaving'confirmed'today. muy triste.
1877,c18f679ceb,moving back home today. pro : obnoxiously closer to con : no more mpls runs / excursions for at least a year.
1878,dc55516c32,i ake it you ` re at work then and not lazing at home on a sunny bank holiday.
1879,c4680cbabe,seriously sad
1880,e2d0bb6a46,"i ` m in an 8 now too, but b4 i had kids i was a 6. 5! darn babies making my feet grow"
1881,15166c62e1,my lesson on that one! straight through my finger
1882,59c7c4da60,hey! how u feeling? i know charla hit me to see there were any places she can go.. too young did she have fun?
1883,2d8be944d5,im happy again
1884,257b022af1,loved our lil tent - side jam session / mosh pit!!! edgefesssssst
1885,67e110774d,i think you forgot a couple exclamation points.
1886,88cf6842d3,i would notice...
1887,4ec2208c6e,no wonder we ` re married. night love. < 3
1888,b5b51f8ca5,dieing
1889,dca73d1de3,good
1890,a6e7110b31,. my room is too hot to sleep in
1891,29029a4613,happy mothers day!!
1892,270d98ef7e,"may the fourth be with you. oh come on, no one had actually spelled it out yet"
1893,b9f42cee04,love
1894,eda8f2cf40,my ipod isn ` t perfect
1895,b6ad9e9b07,will you be posting a pic of you h suit?? pretty please?
1896,6ad1f45c1e,that makes me muy triste!
1897,d4824bcaca,mothers day today!
1898,a0d19c232b,"sick, flippin blows!... bahaha i kno i dont have many friends on here either. i feel so lame"
1899,a24238316f,enjoy your scifi show.
1900,1049885713,lol ok then
1901,f8b21ca906,16lbs is still a huge achievement though
1902,a56fdab784,"word is marlon brando gave him 25 cent... yeah, tha godfather"
1903,b6fc2f3af3,in kl now took wrong turn after sg besi now jam in city center
1904,bd21593428,but now i have no money for a phone
1905,01baa272cc,i slept so late
1906,24c4da6c80,love
1907,0afa909dee,i cannot i have a full day of activities lol
1908,3c50ececed,why does my life suck?
1909,397392f0d9,word!!!!!
1910,a9d7df2b3f,gosh it ` s anoher cloudy day wish they would go away.. or rain
1911,450a67347f,i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt
1912,cf8d7753e7,' what am i getting out of it'question in mind? please!
1913,1330397d8b,morning! i have loads to do 2day goin for a walk 1st to get rid of last nites haribo ` s
1914,0d472addb7,swine flu victims unite http : / / oinkflu. info
1915,419f94af11,"google wave next, can ` t keep up with the 186 ways i can communicate with people now what happened to good old fashioned letter writing?"
1916,cfa97e4a0d,"blushing, blushing & once again blushing!"
1917,2157db21e4,my n95 hacked no signing needed.. thx opda
1918,98473b3aa3,"whoa, i ` ve got to go to bed, night!"
1919,32c20a8817,i ` ll guess i will see everyone after the weekend gunna be having major tweet cravings the entire time!!...
1920,18ffa96f08,"forgot to record it, im maddd"
1921,948c2d3874,good
1922,93210f6f4f,awesome.
1923,832c4aadf3,"a sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. the nasty things can swim! frightening detail!"
1924,f9b6c4fe2e,sadly
1925,d129fb9752,so yummy! good seeing u
1926,8c426a6293,woohoo! i got the sunbeam cafi ¿ ½ series grinder at eu foods for only $ 198! epic win
1927,da765474e0,no html converter on there think we ` re going with http : / / bit. ly / 3pjnc ` cause it took 5 min. to get working.
1928,94d2f19ffd,love ice cream... love
1929,38e942f810,bomb!
1930,6dd07105c9,projects suck
1931,de597e6ad6,its tomorrow.
1932,130945d03c,so do i!! my jet is in the repair shop... lol
1933,201d52df31,bad
1934,5b7697bbf3,wish
1935,0114e811f1,good
1936,5dd521a5d8,the rain makes me sad.
1937,354b590f3f,"hey! aww man, no, i didnt ignore you i just dont have mobile web. so i can only txt. i can see you unless i ` m here >"
1938,705c7a8ee3,"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ"
1939,9712041ceb,i hate that place!
1940,af18528fe8,i miss yoooo
1941,8a30db0a8a,very tired from a day of awesomeness and cake now time for a bit of sleep.
1942,4e3751e8d6,happy mother ` s day to all the mom ` s out there i happen to have the greatest mom in the world i love my mom she ` s my best friend
1943,5cf2a5388c,brilliant
1944,af17e0029b,happy you enjoyed
1945,4fba1caa5b,just seeing if anyone was still awake
1946,8eaa91229a,yeah i know things would be so much easier that way. i ` m bored the boys are playing tekenen ( i can ` t spell it )
1947,fcbd37a581,young love comes to an end
1948,af35d2cee1,your cave? does it have an espresso machine?
1949,4052e72ea7,_ pax oh man... i ` m so sorry to hear that. i hope everything works out
1950,301463ca89,"boys are sitting down for photos, no touching and no handshakes allowed. # asylm"
1951,b92ce411e6,nothing like yoga to clear the mind and make you realize how crappy things really are
1952,74009f3afd,"happy birthday, amber! hope it ` s a great one... and - you ` re far away from thirty... shhh... you ` re making us 29 ` ers feel sad!"
1953,8d7c8931df,i did wake up but i appear to have missed you by not much!
1954,9f7ac3dbec,well i live in ohio but here ` s our california parks : http : / / tinyurl. com / nmr7pc
1955,e602c60f0e,loved it! you continue to delight us amber. great
1956,bb4ba81fc9,not ah huge fan of getting up in the middle of the night to change peed sheets and underpants.
1957,c9b769fbca,* * * * too.
1958,4ffe417848,good
1959,14961a38ce,cost me soo
1960,0cdfa00a5a,not goin tto tafe
1961,b715f53f42,thank for
1962,3616a43c66,it is not fun.
1963,16e04e49ca,has found a free wifi point... and it ` s sunny
1964,6391d674ac,great
1965,29cfd0f6b8,"great. my mom is pissed at me, so she sent me to the asbestos filled backroom"
1966,3578ec042e,haha calm down. youll get ur shades. i ` m still sick tho. so i ` ll prolly knockout after
1967,9ba441d736,lol we ` re such twitter addicts
1968,9d786a1526,happy mother ` s day ; god bless you
1969,a6e4af800f,love
1970,9fa15bd76d,looking forward to the reading this post as i like your ` no * * * * ` writing and often learn a few things
1971,09227d0ba4,it ` s easy.
1972,1db1522acd,so excited to
1973,e87c621330,music i was not hugged
1974,0effd702f1,having my brecky. good morning
1975,f7d240a518,nicely
1976,bc1102e8a9,i have had it with job hunting. i try all day and nothing works i bet i couldn ` t even work at the * * * * because of my cider belly
1977,64452bd15d,i got dropped froma coupla ppl that were following me * * * * detroit fans!!!
1978,133a3a86df,"no profile pic or bio, few or no updates, lots of following and no followers! zap! pow! block! annoying but strangely satisfying!"
1979,9ef111ff88,gymnastics time. my last night for teaching friday evening classes. new summer schedule starts next week.
1980,d7e267d824,where u goin
1981,95aaf22b7d,that is impossible to compute in my head.
1982,1b1bbbf263,haha same as miine
1983,a88287bbda,"i ` m sorry people are so rude to you,"
1984,4c279acff6,"enjoy fancy meals on my own smtimes, thr ` s joy in solitude, u can really enjoy"
1985,2d38fc1c25,oh yeah - love his choregoraphy. the pants... not so much.
1986,e5cd1c9bda,miss
1987,5386764f06,violence heyyyy babyy
1988,adbf82ee70,up at 6am on sunday... going to meet my mom for breakfast at the beach!
1989,ab449b4ca9,"so the today show still hasn ` t gotten in touch with me, i wish they would so i can take my friends and myself to the nkotb show"
1990,85285f3f21,just checked email and got a follower withb same name as me living in oz. welcome on board my alrer ego
1991,6ebca070bc,: thats if u go on a weekend.
1992,8c8dcf7c2e,you are on mii * * * * list... permanent mii dude
1993,0a533e2769,! * * * * off!
1994,9ac81ef93d,"this is the worst day ever,"
1995,76f2272991,have no line bi - focals for over 3 yrs now. end up taking glasses off to read close up.
1996,47171c0951,ugh. kinda bored.
1997,9768b05a4b,"i had to get the same sized jeans, i couldnt get my hips into the 14 ` s"
1998,aee6e65c60,beloved
1999,5a7b9e8618,no # thedailyshow this week
2000,5a5ea02439,i can ` t see them at all. what the heck..
2001,80de77311a,miss
2002,9886a5f76c,mind you it ` d be stupid of me to get it
2003,36a30f20e3,"oh let me clarify, know lots of nice people who live there, but thought it always was a breeding ground 4 bnp"
2004,b828402097,hope my lame
2005,7eb393cb1e,when u get a chance can u post a video of tinkerbell saying peekaboo i kinda wana hear him say it
2006,f878e15255,"i will take pics soon : ] also, i would hang out with you everyday if we lived near each other"
2007,3f6bcd840e,i fell asleep on the beach and didn ` t put on enough sunscreen lol
2008,a5a9d7298c,which is why i can ` t wait till i move out of home and life by myself next year wacky adventures every day!!!!!
2009,6c0e2fd56e,if you haven ` t changed your mind by mid - june then you can have one x
2010,bd10824ad1,left
2011,02b20969a3,suck
2012,a71b1569d0,thank god
2013,9e6ab3b0b5,wish someone would by my 90mm mamiya mf lens. needs the money
2014,75b90c5a72,i think i am getting a cold
2015,6c50882c36,!
2016,9ec491ebe6,nt online & mayb next week if u havent voted pls do : http : / / bit. ly / hhigd
2017,890d25403c,not cheap to be eco friendly
2018,1f03b34f07,come see me live on stickam http : / / www. stickam. com / valentine _ rock
2019,0bad869e1c,mood. was way too much fun. lol.. i love to dance techno!!! < 3... life. love. stress & &. set backs < 3 gnite
2020,9be061d924,_ monstr u may try prism http : / / prism. mozilla. com /
2021,5e93ade51f,thanks
2022,89cdcbfb73,everyone ` s abandoning the office... i still have 5 hours to go
2023,8f80919e3c,that ` s got to be hard.
2024,71cff7e393,"girl, if you were part of the tour, i would seriously be the first in line for tickets. just sayin `."
2025,d5655b6b30,i miss having nothing to do except lay out beside the pool every day of the summer. that was much better than spending all day in class.
2026,0872633f57,so sorry.
2027,3c0a59d25a,young money
2028,26eff28426,missing
2029,ef4256f749,amazingg.
2030,af99e996db,mmm yummy... looks like an invitation to me
2031,43ee2ea931,good *
2032,7484e0c885,iknowww! not many people know about it tho. so i like to keep it my little secret
2033,39d08a7eab,can ` t wait for the next twitter.
2034,5ff9641dc0,great
2035,e8c940f9e3,awful.
2036,1122a28c9f,"me and my friends are just sitting here and searching for pictures on google haha, my friend found pictures of her father! haha"
2037,f3e515653b,french isn ` t meant to be taught to asians
2038,ee88954543,"i ` m gonna eat some chips??!! anybody, want some??? hahaha!"
2039,fab6b38a62,let ` s hope for the best
2040,576e582c02,is up and ready
2041,f58e1c4ff7,get on a plane! come drink my cristal with me
2042,0aa1791075,beauty
2043,95737a7640,won
2044,bb4ac6eb31,back to work.. with no distractions..
2045,a463952ca8,i ` d be interested in
2046,28d12bef16,"hey there, i just crop them in photoshop and play around with the composition. what looks better large etc."
2047,79cf6c8e4d,shut up now! lo
2048,302428f0e1,checked if there ` s a new comment on friendster!
2049,634cd0b8a9,you just got one more!!
2050,62f3074724,ugh. trying to respond to all of the emails / voicemails / facebook messages that i missed while out
2051,4470a35bd6,loves
2052,e6f5e9817d,thats not good
2053,afa6bbf109,bad
2054,244f20e687,ah that would explain the italian colouring
2055,8aee050b4c,the'shhh..'stuff is finally all done!
2056,114778c502,"again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info"
2057,29a4bb11d9,"acquiring a centos live cd, now where did i put my memory stick, i would like to boot from that. i wonder if i left it at home"
2058,5e27f061b2,peek - a - boo!! i can see you!!
2059,b8e5fa66f9,oh hahah thats ok then
2060,795d2ec684,"bummer,"
2061,cd382d5712,jerk josh! didn ` t even come meet me - im thinking of a number guess?
2062,540537686f,i feel lost hit me with something
2063,b8eb46f4c4,ill buy you one
2064,8d338cca4a,any tips for someone who has only made it 52 on flight control?
2065,ff2176fc9f,it makes me sad
2066,e8dae9a639,time to get purrtty. * wink
2067,cab5b2387c,poor
2068,831327dbe1,like
2069,dca6000c38,great!
2070,ffac07a79d,"lalaland... why am i liking that song so much?! anyhoo.... grr i have a cold, but thank goodness though the sore throat has gone!!"
2071,3e56c631c0,gotta go! bye twitterland! good night! i ` ll try sleep. so that i will recover easily! still sick! bye!
2072,0e75c78838,has a headaaaaaaaaaaaache
2073,ed59e2769a,i always feel last.
2074,353704b220,luking for new background pic......
2075,24f121e566,happy mothers day to you
2076,8324deb046,annoyed
2077,e1c85f0857,just got them - about to read & reply
2078,37093c7da9,like
2079,e6ba90afab,think their disbanding is a loss.
2080,036fc64d65,dont worry im not!!
2081,332d904b14,"hey girlie, how are you doing?"
2082,89e4a3e8b6,"it appears we found the dog..... as we were posting signs with his picture, someone else was posting'found'signs with his picture...."
2083,0064be4ccd,ahh its so gloomy out i ` m pretty sure i just heard thunder eeeeeeek.
2084,de2ae9b43e,beautiful pups! happy
2085,511eff412b,"crazy legs is peepin _ parks at the pool hahaha she likes graf writers, not b - boys, sorry"
2086,59e9329586,awesome super
2087,e5871162f6,commence
2088,64adbd5b1f,happy!
2089,d989fd2790,_ ii i have no choice have to get on it!
2090,db96a9611e,"good call quality, quite impressed"
2091,71794e8921,i ` m jealous - i would love deer steak. one of the downsides of having an almost vegetarian and a carnivore living together
2092,83aaaa95a4,work has really sucked the past 2 days & now my 11 : 00 meeting on mon got rescheduled to 9 am! that ` s just plain evil... i need a new job!!
2093,14ec30ea31,told you treat me like a step child! sm
2094,6c27eda4d9,i loved that
2095,c225e9d712,"hows the peas doin? if you meet them, tell them i said hello"
2096,d719d79b34,brownie sundaes at five and dumpster. blood bros on itunes. palm reader was closed fun at the 371 anyway.
2097,8fc4181fdc,"omg i want tf2, everybody on my steam friends list is playing it"
2098,ebad543af4,upss.. her name is writen like chesca.
2099,151d27a5ea,and the first thing you did was get your twit on....
2100,86db39ca57,"ooooh, boo! we only see each other at the bar ( at ` s well ) or miss each other! i ` ll make a pt of stopping by!"
2101,c63e6d1d8d,she misses
2102,f7cfe101b8,i was shocked i found so many these last few days... earlier in the week
2103,0c22674eda,_ rocks19 i have to break the twitterparty... im off home soon
2104,66f1a363c0,super stressful day & can ` t sleep... glad i found you your so sweet to take the time to make strangers feel good.
2105,941dd6b5bc,i love
2106,a6b7af3705,unfort
2107,385cac8e3a,photo : martwo : omg i love you!!!! i accadentally deleted this photo yay hes so beautiful http : / / tumblr. com / xvd1wankt
2108,7d2a76d6c1,hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me
2109,48dbad2547,blessed
2110,abb00218b2,what a scary reflection it was! thought you were going to wizz your pants
2111,fee14c606b,shen computer just broke time to get the old ibm out...
2112,ce94f22ec9,i dont think im doing it right
2113,49e335ef7b,hope you ` re all right.
2114,4387bbe5d2,_ 0 have you considered cordoning off a corner of the park with beware'swine flu'signs might clear it out for you
2115,9fb39d3c8c,only has under 200 words left to write on her assignment
2116,cb1c242455,sad
2117,e21e4b55e8,dave i ask you for'the fix'by jk!!! and send hi to my sister lisette and me ( alejandra ) from mexico!!!!!
2118,079da73fd1,another fun night!! chilled wit my homie @ green turtle n the park.... good times... good times.
2119,f1370eaff8,miss
